"TIME","GEO","INDIC_IS","IND_TYPE","UNIT","Value","Flag and Footnotes"
"2016","Cyprus","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","4",""
"2016","Cyprus","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2016","Cyprus","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2016","Cyprus","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","3",""
"2016","Latvia","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2016","Latvia","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2016","Latvia","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2016","Latvia","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2016","Latvia","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2016","Latvia","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2016","Latvia","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2016","Lithuania","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2016","Lithuania","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","10",""
"2016","Lithuania","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2016","Lithuania","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","5",""
"2016","Lithuania","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","3",""
"2016","Lithuania","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2016","Lithuania","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2016","Luxembourg","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2016","Luxembourg","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","22",""
"2016","Luxembourg","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","8",""
"2016","Luxembourg","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","12",""
"2016","Luxembourg","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","4",""
"2016","Luxembourg","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","5",""
"2016","Luxembourg","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2016","Hungary","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2016","Hungary","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","9",""
"2016","Hungary","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2016","Hungary","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","6",""
"2016","Hungary","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2016","Hungary","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","4",""
"2016","Hungary","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2016","Malta","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2016","Malta","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","33",""
"2016","Malta","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","5",""
"2016","Malta","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","14",""
"2016","Malta","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","6",""
"2016","Malta","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","10",""
"2016","Malta","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","3",""
"2016","Netherlands","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2016","Netherlands","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","24",""
"2016","Netherlands","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","3",""
"2016","Netherlands","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","10",""
"2016","Netherlands","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","4",""
"2016","Netherlands","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","7",""
"2016","Netherlands","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","7",""
"2016","Austria","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2016","Austria","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","21",""
"2016","Austria","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","4",""
"2016","Austria","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","9",""
"2016","Austria","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","3",""
"2016","Austria","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","4",""
"2016","Austria","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2016","Poland","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2016","Poland","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","12",""
"2016","Poland","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2016","Poland","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","4",""
"2016","Poland","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2016","Poland","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2016","Poland","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2016","Portugal","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2016","Portugal","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","5",""
"2016","Portugal","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2016","Portugal","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","4",""
"2016","Portugal","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2016","Portugal","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2016","Portugal","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2016","Romania","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2016","Romania","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","8",""
"2016","Romania","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","3",""
"2016","Romania","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","3",""
"2016","Romania","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","0","n"
"2016","Romania","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2016","Romania","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2016","Slovenia","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2016","Slovenia","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","9",""
"2016","Slovenia","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2016","Slovenia","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","4",""
"2016","Slovenia","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2016","Slovenia","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2016","Slovenia","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","4",""
"2016","Slovakia","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2016","Slovakia","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","9",""
"2016","Slovakia","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","0","n"
"2016","Slovakia","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","4",""
"2016","Slovakia","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","0","n"
"2016","Slovakia","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2016","Slovakia","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2016","Finland","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2016","Finland","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","29",""
"2016","Finland","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","5",""
"2016","Finland","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","14",""
"2016","Finland","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","5",""
"2016","Finland","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","8",""
"2016","Finland","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","7",""
"2016","Sweden","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2016","Sweden","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","22","b"
"2016","Sweden","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","7","b"
"2016","Sweden","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","10","b"
"2016","Sweden","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","3","b"
"2016","Sweden","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","5","b"
"2016","Sweden","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","4","b"
"2017","European Union - 28 countries (2013-2020)","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2017","European Union - 28 countries (2013-2020)","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","17",""
"2017","European Union - 28 countries (2013-2020)","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","4",""
"2017","European Union - 28 countries (2013-2020)","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","9",""
"2017","European Union - 28 countries (2013-2020)","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","3",""
"2017","European Union - 28 countries (2013-2020)","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","4",""
"2017","European Union - 28 countries (2013-2020)","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2017","Belgium","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2017","Belgium","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","20",""
"2017","Belgium","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","6",""
"2017","Belgium","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","5",""
"2017","Belgium","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2017","Belgium","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","3",""
"2017","Belgium","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","5",""
"2017","Bulgaria","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2017","Bulgaria","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","7",""
"2017","Bulgaria","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2017","Bulgaria","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","4",""
"2017","Bulgaria","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","0","n"
"2017","Bulgaria","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2017","Bulgaria","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2017","Czechia","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2017","Czechia","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","5",""
"2017","Czechia","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2017","Czechia","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2017","Czechia","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2017","Czechia","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2017","Czechia","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2017","Denmark","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2017","Denmark","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","13",""
"2017","Denmark","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","4",""
"2017","Denmark","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","5",""
"2017","Denmark","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2017","Denmark","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","3",""
"2017","Denmark","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","4",""
"2017","Germany (until 1990 former territory of the FRG)","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2017","Germany (until 1990 former territory of the FRG)","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","8",""
"2017","Germany (until 1990 former territory of the FRG)","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2017","Germany (until 1990 former territory of the FRG)","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","6",""
"2017","Germany (until 1990 former territory of the FRG)","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2017","Germany (until 1990 former territory of the FRG)","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","3",""
"2017","Germany (until 1990 former territory of the FRG)","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2017","Estonia","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2017","Estonia","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","14",""
"2017","Estonia","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2017","Estonia","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","7",""
"2017","Estonia","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","4",""
"2017","Estonia","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","3",""
"2017","Estonia","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2017","Ireland","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2017","Ireland","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","10",""
"2017","Ireland","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","3",""
"2017","Ireland","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","3",""
