"TIME","INDIC_IS","GEO","IND_TYPE","UNIT","Value","Flag and Footnotes"
"2016","Last online purchase: in the last 3 months","Malta","Females, 16 to 24 years old","Percentage of individuals","68",""
"2016","Last online purchase: in the last 3 months","Malta","Males 25 to 54 years old","Percentage of individuals","52",""
"2016","Last online purchase: in the last 3 months","Malta","Females 25 to 54 years old","Percentage of individuals","52",""
"2016","Last online purchase: in the last 3 months","Malta","Males 55 to 74 years old","Percentage of individuals","22",""
"2016","Last online purchase: in the last 3 months","Malta","Females 55 to 74 years old","Percentage of individuals","9",""
"2016","Last online purchase: in the last 3 months","Netherlands","All Individuals","Percentage of individuals","63",""
"2016","Last online purchase: in the last 3 months","Netherlands","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: in the last 3 months","Netherlands","Individuals, 16 to 24 years old","Percentage of individuals","70",""
"2016","Last online purchase: in the last 3 months","Netherlands","Individuals, 25 to 54 years old","Percentage of individuals","72",""
"2016","Last online purchase: in the last 3 months","Netherlands","Individuals, 55 to 74 years old","Percentage of individuals","44",""
"2016","Last online purchase: in the last 3 months","Netherlands","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: in the last 3 months","Netherlands","Males, 16 to 24 years old","Percentage of individuals","66",""
"2016","Last online purchase: in the last 3 months","Netherlands","Females, 16 to 24 years old","Percentage of individuals","73",""
"2016","Last online purchase: in the last 3 months","Netherlands","Males 25 to 54 years old","Percentage of individuals","70",""
"2016","Last online purchase: in the last 3 months","Netherlands","Females 25 to 54 years old","Percentage of individuals","74",""
"2016","Last online purchase: in the last 3 months","Netherlands","Males 55 to 74 years old","Percentage of individuals","48",""
"2016","Last online purchase: in the last 3 months","Netherlands","Females 55 to 74 years old","Percentage of individuals","40",""
"2016","Last online purchase: in the last 3 months","Austria","All Individuals","Percentage of individuals","48",""
"2016","Last online purchase: in the last 3 months","Austria","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: in the last 3 months","Austria","Individuals, 16 to 24 years old","Percentage of individuals","62",""
"2016","Last online purchase: in the last 3 months","Austria","Individuals, 25 to 54 years old","Percentage of individuals","57",""
"2016","Last online purchase: in the last 3 months","Austria","Individuals, 55 to 74 years old","Percentage of individuals","23",""
"2016","Last online purchase: in the last 3 months","Austria","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: in the last 3 months","Austria","Males, 16 to 24 years old","Percentage of individuals","65",""
"2016","Last online purchase: in the last 3 months","Austria","Females, 16 to 24 years old","Percentage of individuals","60",""
"2016","Last online purchase: in the last 3 months","Austria","Males 25 to 54 years old","Percentage of individuals","59",""
"2016","Last online purchase: in the last 3 months","Austria","Females 25 to 54 years old","Percentage of individuals","55",""
"2016","Last online purchase: in the last 3 months","Austria","Males 55 to 74 years old","Percentage of individuals","30",""
"2016","Last online purchase: in the last 3 months","Austria","Females 55 to 74 years old","Percentage of individuals","17",""
"2016","Last online purchase: in the last 3 months","Poland","All Individuals","Percentage of individuals","31",""
"2016","Last online purchase: in the last 3 months","Poland","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: in the last 3 months","Poland","Individuals, 16 to 24 years old","Percentage of individuals","41",""
"2016","Last online purchase: in the last 3 months","Poland","Individuals, 25 to 54 years old","Percentage of individuals","40",""
"2016","Last online purchase: in the last 3 months","Poland","Individuals, 55 to 74 years old","Percentage of individuals","10",""
"2016","Last online purchase: in the last 3 months","Poland","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: in the last 3 months","Poland","Males, 16 to 24 years old","Percentage of individuals","42",""
"2016","Last online purchase: in the last 3 months","Poland","Females, 16 to 24 years old","Percentage of individuals","40",""
"2016","Last online purchase: in the last 3 months","Poland","Males 25 to 54 years old","Percentage of individuals","38",""
"2016","Last online purchase: in the last 3 months","Poland","Females 25 to 54 years old","Percentage of individuals","41",""
"2016","Last online purchase: in the last 3 months","Poland","Males 55 to 74 years old","Percentage of individuals","11",""
"2016","Last online purchase: in the last 3 months","Poland","Females 55 to 74 years old","Percentage of individuals","9",""
"2016","Last online purchase: in the last 3 months","Portugal","All Individuals","Percentage of individuals","23",""
"2016","Last online purchase: in the last 3 months","Portugal","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: in the last 3 months","Portugal","Individuals, 16 to 24 years old","Percentage of individuals","41",""
"2016","Last online purchase: in the last 3 months","Portugal","Individuals, 25 to 54 years old","Percentage of individuals","29",""
"2016","Last online purchase: in the last 3 months","Portugal","Individuals, 55 to 74 years old","Percentage of individuals","6",""
"2016","Last online purchase: in the last 3 months","Portugal","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: in the last 3 months","Portugal","Males, 16 to 24 years old","Percentage of individuals","40",""
"2016","Last online purchase: in the last 3 months","Portugal","Females, 16 to 24 years old","Percentage of individuals","41",""
"2016","Last online purchase: in the last 3 months","Portugal","Males 25 to 54 years old","Percentage of individuals","31",""
"2016","Last online purchase: in the last 3 months","Portugal","Females 25 to 54 years old","Percentage of individuals","28",""
"2016","Last online purchase: in the last 3 months","Portugal","Males 55 to 74 years old","Percentage of individuals","8",""
"2016","Last online purchase: in the last 3 months","Portugal","Females 55 to 74 years old","Percentage of individuals","4",""
"2016","Last online purchase: in the last 3 months","Romania","All Individuals","Percentage of individuals","8",""
"2016","Last online purchase: in the last 3 months","Romania","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: in the last 3 months","Romania","Individuals, 16 to 24 years old","Percentage of individuals","12",""
"2016","Last online purchase: in the last 3 months","Romania","Individuals, 25 to 54 years old","Percentage of individuals","10",""
"2016","Last online purchase: in the last 3 months","Romania","Individuals, 55 to 74 years old","Percentage of individuals","2",""
"2016","Last online purchase: in the last 3 months","Romania","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: in the last 3 months","Romania","Males, 16 to 24 years old","Percentage of individuals","12",""
"2016","Last online purchase: in the last 3 months","Romania","Females, 16 to 24 years old","Percentage of individuals","13",""
"2016","Last online purchase: in the last 3 months","Romania","Males 25 to 54 years old","Percentage of individuals","11",""
"2016","Last online purchase: in the last 3 months","Romania","Females 25 to 54 years old","Percentage of individuals","9",""
"2016","Last online purchase: in the last 3 months","Romania","Males 55 to 74 years old","Percentage of individuals","2",""
"2016","Last online purchase: in the last 3 months","Romania","Females 55 to 74 years old","Percentage of individuals","2",""
"2016","Last online purchase: in the last 3 months","Slovenia","All Individuals","Percentage of individuals","30",""
"2016","Last online purchase: in the last 3 months","Slovenia","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: in the last 3 months","Slovenia","Individuals, 16 to 24 years old","Percentage of individuals","42",""
"2016","Last online purchase: in the last 3 months","Slovenia","Individuals, 25 to 54 years old","Percentage of individuals","39",""
"2016","Last online purchase: in the last 3 months","Slovenia","Individuals, 55 to 74 years old","Percentage of individuals","7",""
"2016","Last online purchase: in the last 3 months","Slovenia","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: in the last 3 months","Slovenia","Males, 16 to 24 years old","Percentage of individuals","42",""
"2016","Last online purchase: in the last 3 months","Slovenia","Females, 16 to 24 years old","Percentage of individuals","42",""
"2016","Last online purchase: in the last 3 months","Slovenia","Males 25 to 54 years old","Percentage of individuals","40",""
"2016","Last online purchase: in the last 3 months","Slovenia","Females 25 to 54 years old","Percentage of individuals","38",""
"2016","Last online purchase: in the last 3 months","Slovenia","Males 55 to 74 years old","Percentage of individuals","11",""
"2016","Last online purchase: in the last 3 months","Slovenia","Females 55 to 74 years old","Percentage of individuals","4",""
"2016","Last online purchase: in the last 3 months","Slovakia","All Individuals","Percentage of individuals","41",""
"2016","Last online purchase: in the last 3 months","Slovakia","Individuals, 15 years old or less","Percentage of individuals","26",""
"2016","Last online purchase: in the last 3 months","Slovakia","Individuals, 16 to 24 years old","Percentage of individuals","59",""
"2016","Last online purchase: in the last 3 months","Slovakia","Individuals, 25 to 54 years old","Percentage of individuals","49",""
"2016","Last online purchase: in the last 3 months","Slovakia","Individuals, 55 to 74 years old","Percentage of individuals","15",""
"2016","Last online purchase: in the last 3 months","Slovakia","Individuals, 75 years old or more","Percentage of individuals","3",""
"2016","Last online purchase: in the last 3 months","Slovakia","Males, 16 to 24 years old","Percentage of individuals","58",""
"2016","Last online purchase: in the last 3 months","Slovakia","Females, 16 to 24 years old","Percentage of individuals","61",""
"2016","Last online purchase: in the last 3 months","Slovakia","Males 25 to 54 years old","Percentage of individuals","49",""
"2016","Last online purchase: in the last 3 months","Slovakia","Females 25 to 54 years old","Percentage of individuals","49",""
"2016","Last online purchase: in the last 3 months","Slovakia","Males 55 to 74 years old","Percentage of individuals","16",""
"2016","Last online purchase: in the last 3 months","Slovakia","Females 55 to 74 years old","Percentage of individuals","15",""
"2016","Last online purchase: in the last 3 months","Finland","All Individuals","Percentage of individuals","48",""
"2016","Last online purchase: in the last 3 months","Finland","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: in the last 3 months","Finland","Individuals, 16 to 24 years old","Percentage of individuals","51",""
"2016","Last online purchase: in the last 3 months","Finland","Individuals, 25 to 54 years old","Percentage of individuals","63",""
"2016","Last online purchase: in the last 3 months","Finland","Individuals, 55 to 74 years old","Percentage of individuals","24",""
"2016","Last online purchase: in the last 3 months","Finland","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: in the last 3 months","Finland","Males, 16 to 24 years old","Percentage of individuals","54",""
"2016","Last online purchase: in the last 3 months","Finland","Females, 16 to 24 years old","Percentage of individuals","48",""
"2016","Last online purchase: in the last 3 months","Finland","Males 25 to 54 years old","Percentage of individuals","62",""
"2016","Last online purchase: in the last 3 months","Finland","Females 25 to 54 years old","Percentage of individuals","64",""
"2016","Last online purchase: in the last 3 months","Finland","Males 55 to 74 years old","Percentage of individuals","25",""
"2016","Last online purchase: in the last 3 months","Finland","Females 55 to 74 years old","Percentage of individuals","23",""
"2016","Last online purchase: in the last 3 months","Sweden","All Individuals","Percentage of individuals","63","b"
"2016","Last online purchase: in the last 3 months","Sweden","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: in the last 3 months","Sweden","Individuals, 16 to 24 years old","Percentage of individuals","61","b"
"2016","Last online purchase: in the last 3 months","Sweden","Individuals, 25 to 54 years old","Percentage of individuals","72","b"
"2016","Last online purchase: in the last 3 months","Sweden","Individuals, 55 to 74 years old","Percentage of individuals","47","b"
"2016","Last online purchase: in the last 3 months","Sweden","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: in the last 3 months","Sweden","Males, 16 to 24 years old","Percentage of individuals","63","b"
"2016","Last online purchase: in the last 3 months","Sweden","Females, 16 to 24 years old","Percentage of individuals","60","b"
"2016","Last online purchase: in the last 3 months","Sweden","Males 25 to 54 years old","Percentage of individuals","69","b"
"2016","Last online purchase: in the last 3 months","Sweden","Females 25 to 54 years old","Percentage of individuals","76","b"
"2016","Last online purchase: in the last 3 months","Sweden","Males 55 to 74 years old","Percentage of individuals","45","b"
"2016","Last online purchase: in the last 3 months","Sweden","Females 55 to 74 years old","Percentage of individuals","48","b"
"2016","Last online purchase: between 3 and 12 months ago","European Union - 28 countries (2013-2020)","All Individuals","Percentage of individuals","10",""
"2016","Last online purchase: between 3 and 12 months ago","European Union - 28 countries (2013-2020)","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: between 3 and 12 months ago","European Union - 28 countries (2013-2020)","Individuals, 16 to 24 years old","Percentage of individuals","13",""
"2016","Last online purchase: between 3 and 12 months ago","European Union - 28 countries (2013-2020)","Individuals, 25 to 54 years old","Percentage of individuals","11",""
"2016","Last online purchase: between 3 and 12 months ago","European Union - 28 countries (2013-2020)","Individuals, 55 to 74 years old","Percentage of individuals","7",""
"2016","Last online purchase: between 3 and 12 months ago","European Union - 28 countries (2013-2020)","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: between 3 and 12 months ago","European Union - 28 countries (2013-2020)","Males, 16 to 24 years old","Percentage of individuals","12",""
"2016","Last online purchase: between 3 and 12 months ago","European Union - 28 countries (2013-2020)","Females, 16 to 24 years old","Percentage of individuals","13",""
"2016","Last online purchase: between 3 and 12 months ago","European Union - 28 countries (2013-2020)","Males 25 to 54 years old","Percentage of individuals","11",""
"2016","Last online purchase: between 3 and 12 months ago","European Union - 28 countries (2013-2020)","Females 25 to 54 years old","Percentage of individuals","10",""
"2016","Last online purchase: between 3 and 12 months ago","European Union - 28 countries (2013-2020)","Males 55 to 74 years old","Percentage of individuals","8",""
"2016","Last online purchase: between 3 and 12 months ago","European Union - 28 countries (2013-2020)","Females 55 to 74 years old","Percentage of individuals","7",""
"2016","Last online purchase: between 3 and 12 months ago","Belgium","All Individuals","Percentage of individuals","10",""
"2016","Last online purchase: between 3 and 12 months ago","Belgium","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: between 3 and 12 months ago","Belgium","Individuals, 16 to 24 years old","Percentage of individuals","13",""
"2016","Last online purchase: between 3 and 12 months ago","Belgium","Individuals, 25 to 54 years old","Percentage of individuals","11",""
"2016","Last online purchase: between 3 and 12 months ago","Belgium","Individuals, 55 to 74 years old","Percentage of individuals","9",""
"2016","Last online purchase: between 3 and 12 months ago","Belgium","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: between 3 and 12 months ago","Belgium","Males, 16 to 24 years old","Percentage of individuals","12",""
"2016","Last online purchase: between 3 and 12 months ago","Belgium","Females, 16 to 24 years old","Percentage of individuals","15",""
"2016","Last online purchase: between 3 and 12 months ago","Belgium","Males 25 to 54 years old","Percentage of individuals","11",""
"2016","Last online purchase: between 3 and 12 months ago","Belgium","Females 25 to 54 years old","Percentage of individuals","10",""
"2016","Last online purchase: between 3 and 12 months ago","Belgium","Males 55 to 74 years old","Percentage of individuals","10",""
"2016","Last online purchase: between 3 and 12 months ago","Belgium","Females 55 to 74 years old","Percentage of individuals","8",""
"2016","Last online purchase: between 3 and 12 months ago","Bulgaria","All Individuals","Percentage of individuals","6",""
"2016","Last online purchase: between 3 and 12 months ago","Bulgaria","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: between 3 and 12 months ago","Bulgaria","Individuals, 16 to 24 years old","Percentage of individuals","11",""
"2016","Last online purchase: between 3 and 12 months ago","Bulgaria","Individuals, 25 to 54 years old","Percentage of individuals","7",""
"2016","Last online purchase: between 3 and 12 months ago","Bulgaria","Individuals, 55 to 74 years old","Percentage of individuals","2",""
"2016","Last online purchase: between 3 and 12 months ago","Bulgaria","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: between 3 and 12 months ago","Bulgaria","Males, 16 to 24 years old","Percentage of individuals","11",""
"2016","Last online purchase: between 3 and 12 months ago","Bulgaria","Females, 16 to 24 years old","Percentage of individuals","11",""
"2016","Last online purchase: between 3 and 12 months ago","Bulgaria","Males 25 to 54 years old","Percentage of individuals","6",""
"2016","Last online purchase: between 3 and 12 months ago","Bulgaria","Females 25 to 54 years old","Percentage of individuals","7",""
"2016","Last online purchase: between 3 and 12 months ago","Bulgaria","Males 55 to 74 years old","Percentage of individuals","1",""
"2016","Last online purchase: between 3 and 12 months ago","Bulgaria","Females 55 to 74 years old","Percentage of individuals","2",""
"2016","Last online purchase: between 3 and 12 months ago","Czechia","All Individuals","Percentage of individuals","18",""
"2016","Last online purchase: between 3 and 12 months ago","Czechia","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: between 3 and 12 months ago","Czechia","Individuals, 16 to 24 years old","Percentage of individuals","19",""
"2016","Last online purchase: between 3 and 12 months ago","Czechia","Individuals, 25 to 54 years old","Percentage of individuals","23",""
"2016","Last online purchase: between 3 and 12 months ago","Czechia","Individuals, 55 to 74 years old","Percentage of individuals","10",""
"2016","Last online purchase: between 3 and 12 months ago","Czechia","Individuals, 75 years old or more","Percentage of individuals","1",""
"2016","Last online purchase: between 3 and 12 months ago","Czechia","Males, 16 to 24 years old","Percentage of individuals","18",""
"2016","Last online purchase: between 3 and 12 months ago","Czechia","Females, 16 to 24 years old","Percentage of individuals","21",""
"2016","Last online purchase: between 3 and 12 months ago","Czechia","Males 25 to 54 years old","Percentage of individuals","22",""
"2016","Last online purchase: between 3 and 12 months ago","Czechia","Females 25 to 54 years old","Percentage of individuals","23",""
"2016","Last online purchase: between 3 and 12 months ago","Czechia","Males 55 to 74 years old","Percentage of individuals","9",""
"2016","Last online purchase: between 3 and 12 months ago","Czechia","Females 55 to 74 years old","Percentage of individuals","11",""
"2016","Last online purchase: between 3 and 12 months ago","Denmark","All Individuals","Percentage of individuals","10",""
"2016","Last online purchase: between 3 and 12 months ago","Denmark","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: between 3 and 12 months ago","Denmark","Individuals, 16 to 24 years old","Percentage of individuals","14",""
"2016","Last online purchase: between 3 and 12 months ago","Denmark","Individuals, 25 to 54 years old","Percentage of individuals","9",""
"2016","Last online purchase: between 3 and 12 months ago","Denmark","Individuals, 55 to 74 years old","Percentage of individuals","11",""
"2016","Last online purchase: between 3 and 12 months ago","Denmark","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: between 3 and 12 months ago","Denmark","Males, 16 to 24 years old","Percentage of individuals","14",""
"2016","Last online purchase: between 3 and 12 months ago","Denmark","Females, 16 to 24 years old","Percentage of individuals","14",""
"2016","Last online purchase: between 3 and 12 months ago","Denmark","Males 25 to 54 years old","Percentage of individuals","9",""
"2016","Last online purchase: between 3 and 12 months ago","Denmark","Females 25 to 54 years old","Percentage of individuals","9",""
"2016","Last online purchase: between 3 and 12 months ago","Denmark","Males 55 to 74 years old","Percentage of individuals","10",""
"2016","Last online purchase: between 3 and 12 months ago","Denmark","Females 55 to 74 years old","Percentage of individuals","13",""
"2016","Last online purchase: between 3 and 12 months ago","Germany (until 1990 former territory of the FRG)","All Individuals","Percentage of individuals","10",""
"2016","Last online purchase: between 3 and 12 months ago","Germany (until 1990 former territory of the FRG)","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: between 3 and 12 months ago","Germany (until 1990 former territory of the FRG)","Individuals, 16 to 24 years old","Percentage of individuals","12",""
"2016","Last online purchase: between 3 and 12 months ago","Germany (until 1990 former territory of the FRG)","Individuals, 25 to 54 years old","Percentage of individuals","9",""
"2016","Last online purchase: between 3 and 12 months ago","Germany (until 1990 former territory of the FRG)","Individuals, 55 to 74 years old","Percentage of individuals","10",""
"2016","Last online purchase: between 3 and 12 months ago","Germany (until 1990 former territory of the FRG)","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: between 3 and 12 months ago","Germany (until 1990 former territory of the FRG)","Males, 16 to 24 years old","Percentage of individuals","12",""
"2016","Last online purchase: between 3 and 12 months ago","Germany (until 1990 former territory of the FRG)","Females, 16 to 24 years old","Percentage of individuals","13",""
"2016","Last online purchase: between 3 and 12 months ago","Germany (until 1990 former territory of the FRG)","Males 25 to 54 years old","Percentage of individuals","9",""
"2016","Last online purchase: between 3 and 12 months ago","Germany (until 1990 former territory of the FRG)","Females 25 to 54 years old","Percentage of individuals","8",""
"2016","Last online purchase: between 3 and 12 months ago","Germany (until 1990 former territory of the FRG)","Males 55 to 74 years old","Percentage of individuals","11",""
"2016","Last online purchase: between 3 and 12 months ago","Germany (until 1990 former territory of the FRG)","Females 55 to 74 years old","Percentage of individuals","10",""
"2016","Last online purchase: between 3 and 12 months ago","Estonia","All Individuals","Percentage of individuals","11",""
"2016","Last online purchase: between 3 and 12 months ago","Estonia","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: between 3 and 12 months ago","Estonia","Individuals, 16 to 24 years old","Percentage of individuals","15",""
"2016","Last online purchase: between 3 and 12 months ago","Estonia","Individuals, 25 to 54 years old","Percentage of individuals","13",""
"2016","Last online purchase: between 3 and 12 months ago","Estonia","Individuals, 55 to 74 years old","Percentage of individuals","6",""
"2016","Last online purchase: between 3 and 12 months ago","Estonia","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: between 3 and 12 months ago","Estonia","Males, 16 to 24 years old","Percentage of individuals","14",""
"2016","Last online purchase: between 3 and 12 months ago","Estonia","Females, 16 to 24 years old","Percentage of individuals","15",""
"2016","Last online purchase: between 3 and 12 months ago","Estonia","Males 25 to 54 years old","Percentage of individuals","13",""
"2016","Last online purchase: between 3 and 12 months ago","Estonia","Females 25 to 54 years old","Percentage of individuals","14",""
"2016","Last online purchase: between 3 and 12 months ago","Estonia","Males 55 to 74 years old","Percentage of individuals","7",""
"2016","Last online purchase: between 3 and 12 months ago","Estonia","Females 55 to 74 years old","Percentage of individuals","6",""
"2016","Last online purchase: between 3 and 12 months ago","Ireland","All Individuals","Percentage of individuals","18",""
"2016","Last online purchase: between 3 and 12 months ago","Ireland","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: between 3 and 12 months ago","Ireland","Individuals, 16 to 24 years old","Percentage of individuals","17",""
"2016","Last online purchase: between 3 and 12 months ago","Ireland","Individuals, 25 to 54 years old","Percentage of individuals","23",""
"2016","Last online purchase: between 3 and 12 months ago","Ireland","Individuals, 55 to 74 years old","Percentage of individuals","5",""
"2016","Last online purchase: between 3 and 12 months ago","Ireland","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: between 3 and 12 months ago","Ireland","Males, 16 to 24 years old","Percentage of individuals","16",""
"2016","Last online purchase: between 3 and 12 months ago","Ireland","Females, 16 to 24 years old","Percentage of individuals","19",""
"2016","Last online purchase: between 3 and 12 months ago","Ireland","Males 25 to 54 years old","Percentage of individuals","24",""
"2016","Last online purchase: between 3 and 12 months ago","Ireland","Females 25 to 54 years old","Percentage of individuals","23",""
"2016","Last online purchase: between 3 and 12 months ago","Ireland","Males 55 to 74 years old","Percentage of individuals","5",""
"2016","Last online purchase: between 3 and 12 months ago","Ireland","Females 55 to 74 years old","Percentage of individuals","5",""
"2016","Last online purchase: between 3 and 12 months ago","Greece","All Individuals","Percentage of individuals","8",""
"2016","Last online purchase: between 3 and 12 months ago","Greece","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: between 3 and 12 months ago","Greece","Individuals, 16 to 24 years old","Percentage of individuals","13",""
"2016","Last online purchase: between 3 and 12 months ago","Greece","Individuals, 25 to 54 years old","Percentage of individuals","9",""
"2016","Last online purchase: between 3 and 12 months ago","Greece","Individuals, 55 to 74 years old","Percentage of individuals","2",""
"2016","Last online purchase: between 3 and 12 months ago","Greece","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: between 3 and 12 months ago","Greece","Males, 16 to 24 years old","Percentage of individuals","14",""
"2016","Last online purchase: between 3 and 12 months ago","Greece","Females, 16 to 24 years old","Percentage of individuals","12",""
"2016","Last online purchase: between 3 and 12 months ago","Greece","Males 25 to 54 years old","Percentage of individuals","8",""
"2016","Last online purchase: between 3 and 12 months ago","Greece","Females 25 to 54 years old","Percentage of individuals","11",""
"2016","Last online purchase: between 3 and 12 months ago","Greece","Males 55 to 74 years old","Percentage of individuals","3",""
"2016","Last online purchase: between 3 and 12 months ago","Greece","Females 55 to 74 years old","Percentage of individuals","2",""
"2016","Last online purchase: between 3 and 12 months ago","Spain","All Individuals","Percentage of individuals","9",""
"2016","Last online purchase: between 3 and 12 months ago","Spain","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: between 3 and 12 months ago","Spain","Individuals, 16 to 24 years old","Percentage of individuals","14",""
"2016","Last online purchase: between 3 and 12 months ago","Spain","Individuals, 25 to 54 years old","Percentage of individuals","10",""
"2016","Last online purchase: between 3 and 12 months ago","Spain","Individuals, 55 to 74 years old","Percentage of individuals","5",""
"2016","Last online purchase: between 3 and 12 months ago","Spain","Individuals, 75 years old or more","Percentage of individuals","1",""
"2016","Last online purchase: between 3 and 12 months ago","Spain","Males, 16 to 24 years old","Percentage of individuals","14",""
"2016","Last online purchase: between 3 and 12 months ago","Spain","Females, 16 to 24 years old","Percentage of individuals","13",""
"2016","Last online purchase: between 3 and 12 months ago","Spain","Males 25 to 54 years old","Percentage of individuals","9",""
"2016","Last online purchase: between 3 and 12 months ago","Spain","Females 25 to 54 years old","Percentage of individuals","11",""
"2016","Last online purchase: between 3 and 12 months ago","Spain","Males 55 to 74 years old","Percentage of individuals","6",""
"2016","Last online purchase: between 3 and 12 months ago","Spain","Females 55 to 74 years old","Percentage of individuals","5",""
"2016","Last online purchase: between 3 and 12 months ago","France","All Individuals","Percentage of individuals","13",""
"2016","Last online purchase: between 3 and 12 months ago","France","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: between 3 and 12 months ago","France","Individuals, 16 to 24 years old","Percentage of individuals","16",""
"2016","Last online purchase: between 3 and 12 months ago","France","Individuals, 25 to 54 years old","Percentage of individuals","14",""
"2016","Last online purchase: between 3 and 12 months ago","France","Individuals, 55 to 74 years old","Percentage of individuals","11",""
"2016","Last online purchase: between 3 and 12 months ago","France","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: between 3 and 12 months ago","France","Males, 16 to 24 years old","Percentage of individuals","17",""
"2016","Last online purchase: between 3 and 12 months ago","France","Females, 16 to 24 years old","Percentage of individuals","14",""
"2016","Last online purchase: between 3 and 12 months ago","France","Males 25 to 54 years old","Percentage of individuals","14",""
"2016","Last online purchase: between 3 and 12 months ago","France","Females 25 to 54 years old","Percentage of individuals","14",""
"2016","Last online purchase: between 3 and 12 months ago","France","Males 55 to 74 years old","Percentage of individuals","11",""
"2016","Last online purchase: between 3 and 12 months ago","France","Females 55 to 74 years old","Percentage of individuals","11",""
"2016","Last online purchase: between 3 and 12 months ago","Croatia","All Individuals","Percentage of individuals","8",""
"2016","Last online purchase: between 3 and 12 months ago","Croatia","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: between 3 and 12 months ago","Croatia","Individuals, 16 to 24 years old","Percentage of individuals","12",""
"2016","Last online purchase: between 3 and 12 months ago","Croatia","Individuals, 25 to 54 years old","Percentage of individuals","10",""
"2016","Last online purchase: between 3 and 12 months ago","Croatia","Individuals, 55 to 74 years old","Percentage of individuals","2",""
"2016","Last online purchase: between 3 and 12 months ago","Croatia","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: between 3 and 12 months ago","Croatia","Males, 16 to 24 years old","Percentage of individuals","13",""
"2016","Last online purchase: between 3 and 12 months ago","Croatia","Females, 16 to 24 years old","Percentage of individuals","11",""
"2016","Last online purchase: between 3 and 12 months ago","Croatia","Males 25 to 54 years old","Percentage of individuals","11",""
"2016","Last online purchase: between 3 and 12 months ago","Croatia","Females 25 to 54 years old","Percentage of individuals","9",""
"2016","Last online purchase: between 3 and 12 months ago","Croatia","Males 55 to 74 years old","Percentage of individuals","3",""
"2016","Last online purchase: between 3 and 12 months ago","Croatia","Females 55 to 74 years old","Percentage of individuals","2",""
"2016","Last online purchase: between 3 and 12 months ago","Italy","All Individuals","Percentage of individuals","9",""
"2016","Last online purchase: between 3 and 12 months ago","Italy","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: between 3 and 12 months ago","Italy","Individuals, 16 to 24 years old","Percentage of individuals","11",""
"2016","Last online purchase: between 3 and 12 months ago","Italy","Individuals, 25 to 54 years old","Percentage of individuals","11",""
"2016","Last online purchase: between 3 and 12 months ago","Italy","Individuals, 55 to 74 years old","Percentage of individuals","4",""
"2016","Last online purchase: between 3 and 12 months ago","Italy","Individuals, 75 years old or more","Percentage of individuals","0","n"
